Company Name,Symbol,ISIN Code
VOLTAS LIMITED,VOLTAS,INE226A01021
UNO MINDA LIMITED,UNOMINDA,INE405E01023
AIA ENGINEERING LIMITED,AIAENG,INE212H01026
HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED,HUDCO,INE031A01017
THE NEW INDIA ASSURANCE COMPANY LIMITED,NIACL,INE470Y01017
PETRONET LNG LIMITED,PETRONET,INE347G01014
SBI CARDS AND PAYMENT SERVICES LIMITED,SBICARD,INE018E01016
RAIL VIKAS NIGAM LIMITED,RVNL,INE415G01027
PI INDUSTRIES LIMITED,PIIND,INE603J01030
LG ELECTRONICS INDIA LIMITED,LGEINDIA,INE324D01010
GUJARAT FLUOROCHEMICALS LIMITED,FLUOROCHEM,INE09N301011
COLGATE PALMOLIVE (INDIA) LIMITED,COLPAL,INE259A01022
MANKIND PHARMA LIMITED,MANKIND,INE634S01028
K.P.R. MILL LIMITED,KPRMILL,INE930H01031
INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,IREDA,INE202E01016
TORRENT POWER LIMITED,TORNTPOWER,INE813H01021
BLUE STAR LIMITED,BLUESTARCO,INE472A01039
LIC HOUSING FINANCE LIMITED,LICHSGFIN,INE115A01026
INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,IRCTC,INE335Y01020
JINDAL STAINLESS LIMITED,JSL,INE220G01021
BHARTI HEXACOM LIMITED,BHARTIHEXA,INE343G01021
GODFREY PHILLIPS INDIA LIMITED,GODFRYPHLP,INE260B01028
ESCORTS KUBOTA LIMITED,ESCORTS,INE042A01014
IPCA LABORATORIES LIMITED,IPCALAB,INE571A01038
JK CEMENT LIMITED,JKCEMENT,INE823G01014
NTPC GREEN ENERGY LIMITED,NTPCGREEN,INE0ONG01011
BAJAJ HOUSING FINANCE LIMITED,BAJAJHFL,INE377Y01014
ENDURANCE TECHNOLOGIES LIMITED,ENDURANCE,INE913H01037
ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,ICICIAMC,INE346A01027
AJANTA PHARMA LIMITED,AJANTPHARM,INE031B01049
BALKRISHNA INDUSTRIES LIMITED,BALKRISIND,INE787D01026
GODREJ INDUSTRIES LIMITED,GODREJIND,INE233A01035
ACC LIMITED,ACC,INE012A01025
AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,AIIL,INE206F01022
GENERAL INSURANCE CORPORATION OF INDIA,GICRE,INE481Y01014
ITC HOTELS LIMITED,ITCHOTELS,INE379A01028
ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,ICICIPRULI,INE726G01019
SUNDARAM FINANCE LIMITED,SUNDARMFIN,INE660A01013
HDB FINANCIAL SERVICES LIMITED,HDBFS,INE756I01012
BERGER PAINTS (I) LIMITED,BERGEPAINT,INE463A01038
SCHAEFFLER INDIA LIMITED,SCHAEFFLER,INE513A01022
UNITED BREWERIES LIMITED,UBL,INE686F01025
GLOBAL HEALTH LIMITED,MEDANTA,INE474Q01031
GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,GLAXO,INE159A01016
HONEYWELL AUTOMATION INDIA LIMITED,HONAUT,INE671A01010
TATA INVESTMENT CORPORATION LIMITED,TATAINVEST,INE672A01026
ABBOTT INDIA LIMITED,ABBOTINDIA,INE358A01014
CRISIL LIMITED,CRISIL,INE007A01025
SJVN LIMITED,SJVN,INE002L01015
3M INDIA LIMITED,3MINDIA,INE470A01017
LINDE INDIA LIMITED,LINDEINDIA,INE473A01011
